,Zygote,2C,4C,8C,E6.5,E7.5,mES2iL,8-rep1,8-rep2
chr5-70700001-70800000,0.0612,0.0,0.0,0.0,0.5897,0.6667,1.0,0.0625,0.0882
chr5-70800001-70900000,0.0,0.0,0.0,0.3333,0.0,0.0,0.2732,0.0,0.0833
chr5-70900001-71000000,0.0833,0.0,0.0,0.0,0.0,0.0,0.1778,0.0,0.0
chr5-71000001-71100000,0.0008,0.0022,0.0,0.0,0.0975,0.0406,0.0048,0.0222,0.0098
chr5-7100001-7200000,0.0,0.0,0.0,0.0,0.0,0.0,0.1907,0.0,0.25
chr5-71100001-71200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-71200001-71300000,0.0,0.0,0.0,0.0,0.0,0.0,0.5365,0.1,0.0
chr5-71300001-71400000,0.0769,0.0725,0.0,0.0,0.1429,0.2222,0.5216,0.125,0.0
chr5-71400001-71500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3667,0.2979
chr5-71500001-71600000,0.0,0.0,0.0,0.0,0.0,0.0,0.1048,0.025,0.0
chr5-71600001-71700000,0.1056,0.2667,0.0,0.0,0.0594,0.065,0.0375,0.0,0.0
chr5-71700001-71800000,0.1346,0.0769,0.0,0.2,0.2038,0.0635,0.0875,0.0,0.0
chr5-71800001-71900000,0.7264,0.6278,1.0,0.0,0.8616,0.8255,0.8081,0.0,0.0
chr5-71900001-72000000,0.0,0.0,0.0,1.0,0.0,0.0,0.2639,0.0,0.0
chr5-72000001-72100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0317,0.0,0.0
chr5-7200001-7300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0439,0.0,0.0
chr5-72100001-72200000,0.314,0.1042,0.0,0.1246,0.1014,0.1693,0.1168,0.0,0.0543
chr5-72200001-72300000,0.0973,0.108,0.45,0.0998,0.5706,0.5022,0.1916,0.2619,0.1405
chr5-72300001-72400000,0.0,0.0,0.0,0.0938,0.0,0.0,0.5718,0.0,0.0
chr5-72400001-72500000,0.3163,0.2364,0.0,0.2857,0.4475,0.5639,0.3368,0.3667,0.4231
chr5-72500001-72600000,0.1558,0.0629,0.0008,0.0166,0.0815,0.0855,0.0452,0.0032,0.0133
chr5-72600001-72700000,0.0012,0.0189,0.0,0.0,0.1672,0.1469,0.3533,0.264,0.1667
chr5-72700001-72800000,0.125,0.1952,0.0,0.234,0.6483,0.7919,0.5225,0.2,0.0
chr5-72800001-72900000,0.0522,0.0053,0.125,0.0011,0.1354,0.1236,0.2339,0.1035,0.0748
chr5-72900001-73000000,0.0947,0.0986,0.1795,0.062,0.1459,0.1652,0.0938,0.1577,0.0566
chr5-73000001-73100000,0.2804,0.2564,0.1873,0.1737,0.4045,0.4379,0.1852,0.1272,0.0665
chr5-7300001-7400000,0.0,0.0164,0.0,0.0,0.0971,0.0041,0.1111,0.0,0.0
chr5-73100001-73200000,0.6043,0.3887,0.7325,0.3518,0.7457,0.8597,0.2974,0.2917,0.2931
chr5-73200001-73300000,0.0206,0.02,0.0578,0.0165,0.0415,0.0335,0.0788,0.0621,0.0406
chr5-73300001-73400000,0.255,0.1334,0.0333,0.33,0.4885,0.4866,0.2258,0.026,0.1959
chr5-73400001-73500000,0.0466,0.0134,0.1112,0.013,0.0484,0.0484,0.1032,0.0772,0.0099
chr5-73500001-73600000,0.4911,0.241,0.0,0.3571,0.8203,0.9265,0.6171,0.75,0.1798
chr5-73600001-73700000,0.0493,0.0467,0.0007,0.0,0.2381,0.2235,0.1682,0.0421,0.0165
chr5-73700001-73800000,0.0397,0.132,0.0877,0.0,0.5363,0.7288,0.4025,0.175,0.2714
chr5-73800001-73900000,0.1835,0.325,0.0,0.0088,0.5274,0.7552,0.1955,0.0744,0.1917
chr5-73900001-74000000,0.2454,0.4773,0.0,0.2308,0.4271,0.4928,0.4156,0.225,0.2444
chr5-74000001-74100000,0.2595,0.2417,0.1673,0.1615,0.1885,0.2044,0.1561,0.0328,0.0431
chr5-7400001-7500000,0.0,0.125,0.0,0.0,0.0,0.0,0.3657,0.125,0.5
chr5-74100001-74200000,0.2034,0.1791,0.0022,0.0821,0.2379,0.2136,0.1644,0.0764,0.0865
chr5-74200001-74300000,0.5873,0.4006,0.75,0.4674,0.6438,0.5385,0.4654,0.0,0.57
chr5-74300001-74400000,0.1468,0.2074,0.0,0.2045,0.2097,0.2571,0.4101,0.0,0.3214
chr5-74400001-74500000,0.3239,0.6667,0.0,0.0,0.5547,0.6518,0.574,0.0,0.125
chr5-74500001-74600000,0.0527,0.0018,0.0009,0.0,0.0925,0.0881,0.0602,0.0765,0.0552
chr5-74600001-74700000,0.061,0.0618,0.0,0.05,0.7818,0.8623,0.3638,0.125,0.5022
chr5-74700001-74800000,0.1139,0.0229,0.4861,0.0903,0.5522,0.6938,0.2435,0.1677,0.111
chr5-74800001-74900000,0.0,0.007,0.25,0.0,0.7008,0.6748,0.4335,0.0,0.0
chr5-74900001-75000000,0.0469,0.0457,0.0,0.1175,0.5489,0.6235,0.3295,0.2624,0.1472
chr5-75000001-75100000,0.0643,0.0338,0.0556,0.0122,0.0394,0.0325,0.0497,0.0227,0.002
chr5-7500001-7600000,0.6104,0.0,0.0,0.0,0.9548,0.9219,0.3922,0.1825,0.0
chr5-75100001-75200000,0.0637,0.0614,0.0,0.0423,0.2995,0.353,0.1698,0.1421,0.0746
chr5-75200001-75300000,0.1648,0.2123,0.0,0.01,0.6862,0.8114,0.3987,0.2381,0.45
chr5-75300001-75400000,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
chr5-75400001-75500000,0.1538,0.1472,0.0905,0.0,0.6951,0.7597,0.4044,0.1442,0.2604
chr5-75500001-75600000,0.1582,0.1632,0.125,0.0831,0.2345,0.3147,0.1268,0.0642,0.0784
chr5-75600001-75700000,0.3137,0.5798,0.5689,0.1364,0.8135,0.8516,0.3576,0.15,0.1506
chr5-75700001-75800000,0.0969,0.038,0.25,0.2551,0.7685,0.8153,0.3056,0.3571,0.1583
chr5-75800001-75900000,0.0921,0.1589,0.0,0.0509,0.6035,0.7271,0.2971,0.3226,0.2907
chr5-75900001-76000000,0.1199,0.2431,0.1429,0.0425,0.1952,0.2118,0.4136,0.0874,0.1114
chr5-76000001-76100000,0.0,0.0,0.2393,0.0,0.7539,0.8154,0.2543,0.2738,0.3847
chr5-7600001-7700000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1343,0.0968
chr5-76100001-76200000,0.0878,0.0933,0.1702,0.0508,0.0981,0.1105,0.1595,0.1564,0.1414
chr5-76200001-76300000,0.2292,0.6,0.0,0.0,0.8167,0.75,0.25,0.1211,0.0703
chr5-76300001-76400000,0.0412,0.0298,0.074,0.0107,0.0291,0.0306,0.1236,0.0458,0.0166
chr5-76400001-76500000,0.0,0.0275,0.5,0.0,0.7077,0.6495,0.4606,0.2646,0.3683
chr5-76500001-76600000,0.0924,0.0654,0.1429,0.0952,0.0879,0.0912,0.4496,0.0179,0.0861
chr5-76600001-76700000,0.0793,0.0038,0.001,0.0613,0.0825,0.0854,0.162,0.0259,0.0068
chr5-76700001-76800000,0.1126,0.0822,0.2943,0.0,0.655,0.7635,0.2644,0.1198,0.367
chr5-76800001-76900000,0.2571,0.1264,0.1111,0.2181,0.3443,0.3913,0.1313,0.0907,0.0809
chr5-76900001-77000000,0.0439,0.0569,0.0003,0.025,0.0337,0.0345,0.0954,0.2369,0.0724
chr5-77000001-77100000,0.0852,0.0626,0.1481,0.053,0.2422,0.3107,0.213,0.1619,0.0552
chr5-7700001-7800000,0.4985,0.38,0.0,0.0,0.439,0.619,0.5272,0.1667,0.08
chr5-77100001-77200000,0.0874,0.0696,0.2,0.193,0.4677,0.493,0.2891,0.5278,0.2062
chr5-77200001-77300000,0.0503,0.0444,0.0109,0.0438,0.1025,0.1323,0.0566,0.0611,0.0407
chr5-77300001-77400000,0.1183,0.0894,0.0,0.1212,0.1211,0.1673,0.1156,0.0579,0.035
chr5-77400001-77500000,0.2515,0.2488,0.0952,0.0549,0.1325,0.1133,0.3103,0.0,0.0254
chr5-77500001-77600000,0.1901,0.2078,0.0,0.1673,0.6101,0.6081,0.3688,0.0,0.1737
chr5-77600001-77700000,0.3071,0.1296,0.0,0.25,0.7418,0.8325,0.557,0.0286,0.1917
chr5-77700001-77800000,0.2776,0.2768,0.0651,0.4354,0.8232,0.7824,0.4423,0.3534,0.4136
chr5-77800001-77900000,0.0303,0.0,0.0,0.0,0.6026,0.6711,0.2828,0.2857,0.3333
chr5-77900001-78000000,0.461,0.5539,0.2,0.103,0.396,0.6202,0.4316,0.0377,0.1703
chr5-78000001-78100000,0.0,0.0,0.0,0.0,0.0,0.0,0.6467,0.0,0.25
chr5-7800001-7900000,0.1053,0.0,0.0,0.0,0.0,0.0,0.4854,0.1667,0.2048
chr5-78100001-78200000,0.9846,1.0,0.0,0.0,0.2692,0.619,0.5906,0.2807,0.1722
chr5-78200001-78300000,0.0,0.0,0.0,0.0,0.0,0.0,0.2611,0.25,0.4643
chr5-78300001-78400000,0.526,0.0,0.0,0.0,0.5,0.8889,0.0,0.0,0.0
chr5-78400001-78500000,0.0,0.5,0.0,0.0,0.8182,0.6667,0.354,0.0,0.0
chr5-78500001-78600000,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0
chr5-78600001-78700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-78700001-78800000,0.0,0.0,0.0,0.0,0.0,0.0,0.1786,0.0,0.0
chr5-78800001-78900000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr5-78900001-79000000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
chr5-79000001-79100000,0.0,0.0,0.0,0.0,0.9231,0.9643,0.3467,0.0,0.33
chr5-7900001-8000000,0.0,0.151,0.0,0.0,0.3359,0.3126,0.2428,0.0651,0.1034
chr5-79100001-79200000,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0
chr5-79200001-79300000,0.0,0.0,0.0,0.0,0.0,0.0,0.6923,0.0,0.1607
chr5-79300001-79400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
chr5-79400001-79500000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr5-79500001-79600000,0.0,0.0,0.0,0.0,0.0,0.0,0.4525,0.0,0.0
chr5-79600001-79700000,0.0,0.0,0.0,0.0,0.0,0.0,0.3958,0.0,0.0
chr5-79700001-79800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-79800001-79900000,0.3026,0.5714,0.0,0.5,0.5749,0.8522,0.4269,0.0,0.3667
chr5-79900001-80000000,0.625,0.7,0.0,0.0,0.5679,0.6453,0.4344,0.1,0.1667
chr5-80000001-80100000,0.5626,1.0,0.0,0.0,0.5778,0.7472,0.5833,0.4667,0.375
chr5-8000001-8100000,0.1542,0.1321,0.0,0.0,0.2707,0.1899,0.3193,0.0,0.2143
chr5-800001-900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-80100001-80200000,0.4161,0.2102,0.0,0.0,0.6117,0.6892,0.4633,0.1375,0.1204
chr5-80200001-80300000,0.0,0.0,0.0,0.0,0.0,0.0,0.6652,0.4,0.25
chr5-80300001-80400000,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
chr5-80400001-80500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-80500001-80600000,0.0,0.0,0.0,0.0,0.0,0.0,0.2463,0.1452,0.0842
chr5-80600001-80700000,0.0,0.0,0.0,0.0,0.0,0.8163,0.497,0.0,0.0
chr5-80700001-80800000,0.0,0.0,0.0,0.0,0.0,0.0,0.3301,0.0,0.0
chr5-80800001-80900000,0.0,0.0,0.0,0.0,0.0,0.0,0.6268,0.1,0.3789
chr5-80900001-81000000,0.0,1.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0
chr5-81000001-81100000,0.0324,0.0587,0.0004,0.0016,0.0641,0.0414,0.0308,0.0156,0.1461
chr5-8100001-8200000,0.0,0.0,0.0,0.0,0.0,0.0,0.397,0.1515,0.1503
chr5-81100001-81200000,0.0,0.0,0.0,0.0,0.0,0.0,0.3287,0.4,0.0
chr5-81200001-81300000,0.1016,0.1585,0.0,0.1746,0.2524,0.4395,0.1072,0.0742,0.0979
chr5-81300001-81400000,0.4767,0.0,0.0,0.0,0.0,0.0,0.2588,0.28,0.2857
chr5-81400001-81500000,0.0,0.0,0.0,0.0,0.0,0.0,0.1677,0.05,0.0
chr5-81500001-81600000,0.0,0.0,0.0,0.0,0.0,0.0,0.4603,0.0,0.0
chr5-81600001-81700000,0.119,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
chr5-81700001-81800000,0.1559,0.3125,0.0,0.0,0.5386,0.6548,0.2116,0.0,0.025
chr5-81800001-81900000,0.0,0.0,0.0,0.0,0.0,0.8,0.28,0.0,0.0
chr5-81900001-82000000,0.0,0.0,0.0,0.0,0.0,0.0,0.4095,0.0,0.0
chr5-82000001-82100000,0.0,0.18,0.0,0.0,0.5224,0.0,0.2313,0.0,0.0
chr5-8200001-8300000,0.1208,0.25,0.0,0.5,0.1667,0.75,0.2848,0.125,0.1377
chr5-82100001-82200000,0.9907,0.4236,0.0,1.0,0.7267,0.8178,0.3672,0.25,0.1778
chr5-82200001-82300000,0.0,0.0,0.0,0.4286,0.4861,0.6905,0.3333,0.0,0.0
chr5-82300001-82400000,0.0122,0.0,0.0,0.0,0.3923,0.4333,0.0,0.2659,0.0
chr5-82400001-82500000,0.5909,0.0,0.0,0.2143,0.8571,1.0,0.4,0.0,0.0
chr5-82500001-82600000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr5-82600001-82700000,0.4014,0.0,0.0,0.8182,0.8155,0.6413,0.3122,0.0,0.1063
chr5-82700001-82800000,0.0,0.0,0.0,0.0,0.5455,0.8,0.0,0.0,0.0
chr5-82800001-82900000,0.5333,0.0,0.0,0.0,0.6063,0.75,0.344,0.0,0.1667
chr5-82900001-83000000,0.0,0.0,0.0,0.0,0.0,0.0,0.1015,0.11,0.1
chr5-83000001-83100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.8333
chr5-8300001-8400000,0.5603,0.422,0.5,0.3235,0.2258,0.2231,0.1226,0.0446,0.0631
chr5-83100001-83200000,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.4167,0.4226
chr5-83200001-83300000,0.0,0.9,0.0,0.0,0.0,0.0,0.4225,0.0833,0.3333
chr5-83300001-83400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-83400001-83500000,0.9,0.0,0.0,0.0,0.5833,0.9048,0.5369,0.1892,0.3398
chr5-83500001-83600000,0.4248,0.0,0.0,0.0,0.7576,0.821,0.2619,0.4667,0.4725
chr5-83600001-83700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-83700001-83800000,0.0763,0.0,0.0,0.0,0.5,0.75,0.0,0.0625,0.1635
chr5-83800001-83900000,0.6667,0.0,0.0,0.1944,0.7,0.6786,0.0,0.0,0.0
chr5-83900001-84000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-84000001-84100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-8400001-8500000,0.0176,0.0197,0.0,0.0,0.0243,0.0301,0.2083,0.02,0.025
chr5-84100001-84200000,0.0,0.0,0.0,0.0,0.0,0.0,0.659,1.0,1.0
chr5-84200001-84300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-84300001-84400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0565,0.0,0.0
chr5-84400001-84500000,0.0098,0.008,0.0,0.0,0.022,0.0199,0.0614,0.0,0.025
chr5-84500001-84600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-84600001-84700000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr5-84700001-84800000,0.2054,0.0,0.0,0.0,0.1957,0.5333,0.2119,0.0833,0.0395
chr5-84800001-84900000,0.5652,0.5455,0.0,0.0,0.8697,0.9083,0.5855,0.1,0.2262
chr5-84900001-85000000,0.0,0.0,0.0,0.0,0.6296,0.5,0.4388,0.0,0.08
chr5-85000001-85100000,0.7105,0.25,0.0,0.0,0.5417,0.8182,0.0,0.3833,0.2667
chr5-8500001-8600000,0.0,0.0,0.0,0.0,0.0,0.0,0.4659,0.0,0.0
chr5-85100001-85200000,0.0389,0.0064,0.0435,0.0,0.1661,0.3095,0.1875,0.0,0.0
chr5-85200001-85300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-85300001-85400000,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
chr5-85400001-85500000,0.0,0.0,0.0,0.0,0.0,0.0,0.6978,0.0,0.0
chr5-85500001-85600000,0.14,0.0,0.0,0.0,0.5806,0.6029,0.2073,0.2708,0.1208
chr5-85600001-85700000,0.4197,0.6104,0.0,0.0,0.6061,0.7076,0.4921,0.0,0.0625
chr5-85700001-85800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-85800001-85900000,0.1,0.0,0.0,0.0,0.0,0.0,0.3818,0.0,0.0
chr5-85900001-86000000,0.0529,0.1711,0.0,0.4,0.4676,0.7879,0.2488,0.3333,0.1667
chr5-86000001-86100000,0.0799,0.0588,0.0,0.0667,0.0525,0.0457,0.0215,0.0,0.025
chr5-8600001-8700000,0.09,0.0274,0.05,0.0568,0.1161,0.0586,0.0073,0.0212,0.0499
chr5-86100001-86200000,0.0034,0.005,0.0,0.0059,0.024,0.0251,0.0217,0.0,0.0128
chr5-86200001-86300000,0.2345,0.175,0.0,0.1154,0.3875,0.659,0.3323,0.2917,0.0
chr5-86300001-86400000,1.0,0.0,0.0,0.0,0.0,0.0,0.7078,0.1429,0.3125
chr5-86400001-86500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-86500001-86600000,0.0,0.0,0.0,0.0,0.6875,0.7321,0.5575,0.0909,0.0816
chr5-86600001-86700000,0.1306,0.0,0.0,0.0,0.5385,0.7426,0.3471,0.0,0.0
chr5-86700001-86800000,0.0,0.0833,0.0,0.0,0.8636,0.6923,0.2981,0.0,0.0
chr5-86800001-86900000,0.0551,0.0231,0.0,0.0422,0.0736,0.1154,0.1633,0.3042,0.2233
chr5-86900001-87000000,0.0,0.0,0.0,1.0,0.2,0.0,0.4619,0.4,0.3827
chr5-87000001-87100000,0.0,0.0,0.0,0.0,0.0,0.0,0.5333,0.0,0.0
chr5-8700001-8800000,0.2045,0.1422,0.0,0.25,0.243,0.2561,0.2276,0.1449,0.258
chr5-87100001-87200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-87200001-87300000,0.0,0.0,0.0,0.0,0.0,0.0,0.684,0.0,0.0
chr5-87300001-87400000,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
chr5-87400001-87500000,0.0,0.125,0.0,0.0,0.0,0.0,0.2226,0.0,0.0
chr5-87500001-87600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-87600001-87700000,0.0,0.0,0.0,0.0,0.0,0.0,0.4648,0.0,0.4
chr5-87700001-87800000,0.0,0.0,0.0,0.0,0.0,0.0,0.6426,0.0,0.2308
chr5-87800001-87900000,0.0,0.0,0.0,0.0,0.0,0.0,0.2391,0.0,0.2575
chr5-87900001-88000000,0.0476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr5-88000001-88100000,0.8333,0.4375,0.0,0.0,0.6222,0.6667,0.0,0.0,0.0667
chr5-8800001-8900000,0.1655,0.0698,0.0,0.046,0.1676,0.1462,0.0459,0.1,0.1013
chr5-88100001-88200000,0.3359,0.4944,0.0,0.3667,0.4641,0.704,0.3264,0.04,0.2433
chr5-88200001-88300000,0.0556,0.0,0.0,0.0,0.0,0.0,0.3037,0.25,0.25
chr5-88300001-88400000,0.5144,0.0,0.0,0.0,0.0,0.0,0.3373,0.0,0.5375
chr5-88400001-88500000,0.2799,0.1467,0.0,0.0,0.7588,0.8891,0.5162,0.4643,0.2223
chr5-88500001-88600000,0.0661,0.0508,0.001,0.0061,0.0326,0.0319,0.0401,0.0443,0.0246
chr5-88600001-88700000,0.055,0.0524,0.0949,0.0151,0.1097,0.108,0.088,0.0686,0.0769
chr5-88700001-88800000,0.0856,0.0629,0.1176,0.0438,0.0199,0.0471,0.0973,0.0,0.0343
chr5-88800001-88900000,0.2004,0.0354,0.0032,0.0007,0.099,0.0934,0.2052,0.025,0.0685
chr5-88900001-89000000,0.0946,0.0838,0.0,0.0,0.5866,0.8262,0.4942,0.0833,0.0
chr5-89000001-89100000,0.1409,0.1693,0.0,0.0,0.6737,0.6647,0.4454,0.25,0.2083
chr5-8900001-9000000,0.1175,0.0504,0.0,0.0179,0.1669,0.236,0.1099,0.0965,0.0695
chr5-89100001-89200000,0.307,0.0,0.0,0.0,0.8222,0.6616,0.3491,0.2083,0.2
chr5-89200001-89300000,0.1463,0.8462,0.0,0.2,0.0,0.0,0.2524,0.0,0.0
chr5-89300001-89400000,0.2112,0.2078,0.0,0.3611,0.6412,0.5322,0.5035,0.0611,0.112
chr5-89400001-89500000,0.0,0.0,0.0,0.0,0.0,0.0,0.5893,0.0,0.3111
chr5-89500001-89600000,0.9419,0.0,0.0,0.0,0.4286,0.5429,0.3744,0.0,0.0
chr5-89600001-89700000,0.0,1.0,0.5,0.0,0.9333,0.78,0.2813,0.0,0.0
chr5-89700001-89800000,0.4392,0.0,0.0,0.5,0.6818,0.3261,0.5716,0.0,0.25
chr5-89800001-89900000,0.0848,0.0707,0.0038,0.0,0.0461,0.0302,0.1535,0.0062,0.0124
chr5-89900001-90000000,0.5737,0.5534,0.0,0.2,0.64,0.7189,0.5556,0.1182,0.1112
chr5-90000001-90100000,0.0,0.0,0.0,0.1818,0.869,0.75,0.4116,0.3016,0.4023
chr5-9000001-9100000,0.9,0.5588,0.5528,0.0,0.8636,0.9688,0.3119,0.3519,0.229
chr5-900001-1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-90100001-90200000,0.0714,0.0,0.0,0.4615,0.8667,0.9064,0.3348,0.3714,0.3
chr5-90200001-90300000,0.1512,0.0716,0.1788,0.0606,0.178,0.1866,0.145,0.0838,0.1399
chr5-90300001-90400000,0.0172,0.0219,0.0402,0.0242,0.0456,0.0655,0.0686,0.0108,0.0189
chr5-90400001-90500000,0.122,0.0388,0.0,0.0242,0.684,0.7754,0.361,0.0,0.2774
chr5-90500001-90600000,0.5238,0.5277,0.6632,0.0,0.6273,0.6305,0.3983,0.2222,0.25
chr5-90600001-90700000,0.3562,0.1205,0.0,0.3733,0.6692,0.7474,0.418,0.2671,0.1708
chr5-90700001-90800000,0.0627,0.0719,0.0878,0.1111,0.331,0.395,0.1319,0.0348,0.0053
chr5-90800001-90900000,0.0417,0.8125,0.0,0.1037,0.7726,0.6868,0.4708,0.1417,0.1631
chr5-90900001-91000000,0.006,0.0024,0.0,0.0053,0.0203,0.0117,0.247,0.0573,0.091
chr5-91000001-91100000,0.1875,0.0,0.0,0.0,0.3295,0.1593,0.1852,0.0,0.1875
chr5-9100001-9200000,0.0222,0.0296,0.2083,0.0333,0.0369,0.0394,0.0891,0.0034,0.04
chr5-91100001-91200000,0.0425,0.0,0.0,0.3857,0.0245,0.0164,0.2032,0.0,0.0272
chr5-91200001-91300000,0.4657,0.2996,0.0,0.5,0.4167,0.35,0.4025,0.0,0.0
chr5-91300001-91400000,0.138,0.3333,1.0,0.2259,0.6723,0.8147,0.5057,0.2,0.2806
chr5-91400001-91500000,0.0853,0.0,0.0,0.0,0.3704,0.2276,0.4249,0.0,0.0
chr5-91500001-91600000,0.0385,0.0089,0.0,0.0,0.0773,0.0502,0.0944,0.0179,0.0
chr5-91600001-91700000,0.2857,0.2231,0.197,0.0,0.7738,0.7364,0.4571,0.0857,0.0
chr5-91700001-91800000,0.0,0.1667,0.0,0.0,0.0,0.0,0.3192,0.2631,0.4
chr5-91800001-91900000,0.4204,0.2132,0.5,0.0699,0.6998,0.8214,0.4698,0.1111,0.2036
chr5-91900001-92000000,0.0118,0.0623,0.1968,0.0353,0.0844,0.1311,0.3784,0.3,0.101
chr5-92000001-92100000,0.0072,0.0197,0.0,0.0186,0.043,0.0423,0.0552,0.0025,0.0056
chr5-9200001-9300000,0.0723,0.0384,0.0268,0.0,0.0425,0.0229,0.0109,0.0135,0.0193
chr5-92100001-92200000,0.0891,0.0854,0.1577,0.0432,0.1396,0.1538,0.1368,0.1361,0.0779
chr5-92200001-92300000,0.1766,0.1548,0.2462,0.1132,0.3465,0.3489,0.1616,0.164,0.1853
chr5-92300001-92400000,0.1248,0.0807,0.0833,0.036,0.2632,0.3113,0.1822,0.0721,0.1303
chr5-92400001-92500000,0.0201,0.0303,0.1191,0.0139,0.0597,0.0723,0.2108,0.0828,0.0359
chr5-92500001-92600000,0.1749,0.0625,0.2533,0.1503,0.1912,0.2577,0.1608,0.0704,0.1276
chr5-92600001-92700000,0.0248,0.021,0.0811,0.0016,0.0617,0.0868,0.0959,0.0539,0.0664
chr5-92700001-92800000,0.4652,0.2543,0.2138,0.3273,0.6601,0.7542,0.309,0.2,0.0714
chr5-92800001-92900000,0.0824,0.0905,0.1111,0.0665,0.0877,0.0823,0.1103,0.0,0.0453
chr5-92900001-93000000,0.4493,0.3207,0.3927,0.3214,0.335,0.4584,0.1229,0.0901,0.0786
chr5-93000001-93100000,0.0628,0.0477,0.037,0.0,0.0491,0.0564,0.0365,0.0414,0.0397
chr5-9300001-9400000,0.0,0.0,0.0,0.0,0.0,0.0,0.1772,0.0714,0.1263
chr5-93100001-93200000,0.2882,0.2979,0.3597,0.25,0.7633,0.8988,0.3574,0.3658,0.1347
chr5-93200001-93300000,0.0665,0.0662,0.0004,0.0241,0.0416,0.0382,0.0673,0.0607,0.0194
chr5-93300001-93400000,0.338,0.4362,0.4143,0.51,0.4605,0.526,0.5158,0.1268,0.1908
chr5-93400001-93500000,0.4773,0.5,0.0,0.0,0.0,0.8333,0.574,0.0,0.1167
chr5-93500001-93600000,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0795
chr5-93600001-93700000,0.6509,0.8341,0.0,0.5,0.8053,0.7119,0.376,0.1574,0.145
chr5-93700001-93800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0411,0.0,0.1481
chr5-93800001-93900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583,0.5
chr5-93900001-94000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5-94000001-94100000,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.244
chr5-9400001-9500000,0.0,0.0,0.0,0.4356,0.7022,0.6493,0.2061,0.2188,0.0
chr5-94100001-94200000,0.7105,0.5,0.6031,0.0,0.1818,0.6471,0.5314,0.0,0.2222
chr5-94200001-94300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,0.05,0.0
chr5-94300001-94400000,0.2,0.0,0.0,0.0,0.7348,0.8529,0.0923,0.0833,0.0
chr5-94400001-94500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667
chr5-94500001-94600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2625
chr5-94600001-94700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667
